,Artikal,Datum,Tip dok.,Unnamed: 3,Broj dok.,Poslovni partner,Adresa,Poštanski broj,Unnamed: 8,Mjesto,Unnamed: 10,Količina,Iznos prije rabata,Regija,Unnamed: 12,Partner šifra,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 7,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 6
58,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2343.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,2.0,20.44,09 - Sarajevski Kanton,,,,,,,,,,
59,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2344.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
60,Dorzol 20mg/ml kapi za oči 5ml,11.2.2022,OTP,,2399.0,LUPRIV PLUS Mostar ogr.SARAJEVO 2,Obala Isha-Bega Ishakovića 7,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
61,Dorzol 20mg/ml kapi za oči 5ml,11.2.2022,OTP,,2412.0,MEDISAN Privatna apoteka Sarajevo,Jukićeva do broja 2,71000.0,,SARAJEVO,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
62,Dorzol 20mg/ml kapi za oči 5ml,11.2.2022,OTP,,2445.0,Privatna apoteka ''Vita'' Sarajevo,Trg ZAVNOBIH-a 19,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
63,Dorzol 20mg/ml kapi za oči 5ml,7.2.2022,OTP,,2056.0,"Privatna apoteka ""Libero"" Hotonj",ul.Rašida Bešlije br.1 Hotonj,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
64,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2340.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
65,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2339.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
66,Dorzol 20mg/ml kapi za oči 5ml,9.2.2022,OTP,,2269.0,"TUZLA-FARM d.o.o. PJ. ""Sarajevofarm""",Hasana Merdžanovića bb Nova industrijska zona,71320.0,,VOGOŠĆA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
67,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2335.0,PZU Apoteka FAMILY Sarajevo,Kemala Kapetanovića bb,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
68,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2342.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,3.0,30.66,09 - Sarajevski Kanton,,,,,,,,,,
69,Dorzol 20mg/ml kapi za oči 5ml,10.2.2022,OTP,,2341.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
70,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,7.2.2022,OTP,,2042.0,"PZU ""AP"" Apoteke Sarajevo",Trg Solidarnosti 39,71000.0,,SARAJEVO,,5.0,57.6,09 - Sarajevski Kanton,,,,,,,,,,
71,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2341.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,123.7,09 - Sarajevski Kanton,,,,,,,,,,
72,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2339.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,123.7,09 - Sarajevski Kanton,,,,,,,,,,
73,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2340.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,10.0,123.7,09 - Sarajevski Kanton,,,,,,,,,,
74,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2344.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,5.0,61.85,09 - Sarajevski Kanton,,,,,,,,,,
75,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2343.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,2.0,24.74,09 - Sarajevski Kanton,,,,,,,,,,
76,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,10.2.2022,OTP,,2342.0,Farmis d.o.o. Sarajevo,Igmanska b.b.,71320.0,,VOGOŠĆA,,3.0,37.11,09 - Sarajevski Kanton,,,,,,,,,,
77,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,11.2.2022,OTP,,2445.0,Privatna apoteka ''Vita'' Sarajevo,Trg ZAVNOBIH-a 19,71000.0,,SARAJEVO,,2.0,23.04,09 - Sarajevski Kanton,,,,,,,,,,
78,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,9.2.2022,OTP,,2269.0,"TUZLA-FARM d.o.o. PJ. ""Sarajevofarm""",Hasana Merdžanovića bb Nova industrijska zona,71320.0,,VOGOŠĆA,,40.0,494.8,09 - Sarajevski Kanton,,,,,,,,,,
79,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,9.2.2022,OTP,,2316.0,"PZU Apoteka ""MEDEX PHARM"" Banovići-Ogranak 3 Srebrenik",1. Marta broj 4,75350.0,,SREBRENIK,,7.0,86.59,09 - Sarajevski Kanton,,,,,,,,,,
82,Dorzol 20mg/ml kapi za oči 5ml,8.2.2022,OTP,,2236.0,ZU Apoteka HERBAFARM Brčko,Kantardžića br.33,76205.0,,BRČKO DISTRIKT,,7.0,71.54,11 - Brčko Distrikt,,,,,,,,,,
83,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2175.0,IBN-SINA PZU Ogranak Brčko RIJEKE (A39),Ul.Mehmeda Spahe 134,76000.0,,BRČKO,,2.0,24.74,11 - Brčko Distrikt,,,,,,,,,,
84,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2232.0,Z.U. Apoteka Galen Obudovac ogr. Brčko,Prote Mateje Nenadovića 1,76205.0,,BRČKO DISTRIKT,,5.0,61.85,11 - Brčko Distrikt,,,,,,,,,,
85,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2236.0,ZU Apoteka HERBAFARM Brčko,Kantardžića br.33,76205.0,,BRČKO DISTRIKT,,7.0,86.59,11 - Brčko Distrikt,,,,,,,,,,
86,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2165.0,IBN-SINA PZU Ogranak 23 Gornji Rahić Brčko distrikt (A24),Gornji Rahić bb,76000.0,,BRČKO,,5.0,61.85,11 - Brčko Distrikt,,,,,,,,,,
87,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2163.0,"IBN-SINA PZU Ogranak 21, Apoteka Brčko (A22)",ul.Sakiba Edhemovića br.6/F,76000.0,,BRČKO,,3.0,37.11,11 - Brčko Distrikt,,,,,,,,,,
90,Dorzol 20mg/ml kapi za oči 5ml,8.2.2022,OTP,,2262.0,ICM Bijeljina,Donja Ljeljenča 45,76300.0,,BIJELJINA,,100.0,1022.0,12 - RS,,,,,,,,,,
91,Dorzol 20mg/ml kapi za oči 5ml,9.2.2022,OTP,,2322.0,Interpromet d.o.o.,Kulska obala bb,79220.0,,NOVI GRAD,,200.0,2044.0,12 - RS,,,,,,,,,,
92,Dorzol 20mg/ml kapi za oči 5ml,8.2.2022,OTP,,2230.0,"Z.U. ""MENTHA""",Gavrila Principa bb,74480.0,,MODRIČA,,15.0,153.3,12 - RS,,,,,,,,,,
93,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2230.0,"Z.U. ""MENTHA""",Gavrila Principa bb,74480.0,,MODRIČA,,15.0,185.55,12 - RS,,,,,,,,,,
94,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,8.2.2022,OTP,,2262.0,ICM Bijeljina,Donja Ljeljenča 45,76300.0,,BIJELJINA,,30.0,371.1,12 - RS,,,,,,,,,,
1,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2736.0,Apoteka PHARMACIA Bihać,Dr. Irfana Ljubijankića 66,77000.0,,BIHAĆ,,3.0,37.11,01 - Unsko-Sanski kanton,,,,,,,,,,
2,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2728.0,"Privatna apoteka ""PharmaNova"" Bihać",Saliha Mušanovića br. 47,77000.0,,BIHAĆ,,5.0,61.85,01 - Unsko-Sanski kanton,,,,,,,,,,
5,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2651.0,Bonus-Farm ljekarna Odžak,Titova bb,76290.0,,ODŽAK,,10.0,123.7,02 - Posavski kanton,,,,,,,,,,
8,Dorzol 20mg/ml kapi za oči 5ml,15.2.2022,OTP,,2596.0,IBN-SINA PZU Apoteka Lukavac (A12),Kulina Bana br.8,75300.0,,LUKAVAC,,20.0,204.4,03 - Tuzlanski Kanton,,,,,,,,,,
9,Dorzol 20mg/ml kapi za oči 5ml,15.2.2022,OTP,,2622.0,IBN-SINA PZU Ogranak br.27 Gradačac (A36),"Josipa Šibera bb, Gradačac",76250.0,,GRADAČAC,,1.0,10.22,03 - Tuzlanski Kanton,,,,,,,,,,
10,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2648.0,PZU Apoteka ADONIS ogr.7 SREBRENIK,Zlatnih ljiljana bb,75350.0,,SREBRENIK,,3.0,37.11,03 - Tuzlanski Kanton,,,,,,,,,,
11,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2666.0,PZU Apoteka ''DUR-FARM'' Sapna ogr.2 Apoteka ''Durić'' Tuzla,Branilaca BiH 11,75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
12,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2649.0,PZU Apoteka ADONIS ogr.15 Lukavac,Đure Salaja 4,75300.0,,LUKAVAC,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
13,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2650.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 5","Ul. II Korpusa BIH bb, TC Merkator Tuzla",75000.0,,TUZLA,,1.0,12.37,03 - Tuzlanski Kanton,,,,,,,,,,
14,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2572.0,TUZLA-FARM d.o.o.,Rudarska 71,75000.0,,TUZLA,,20.0,247.4,03 - Tuzlanski Kanton,,,,,,,,,,
15,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2596.0,IBN-SINA PZU Apoteka Lukavac (A12),Kulina Bana br.8,75300.0,,LUKAVAC,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
16,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2587.0,IBN-SINA PZU Apoteka Stupine Tuzla (A2),Mehmedalije Maka Dizdara 22,75000.0,,TUZLA,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
17,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2630.0,"IBN-SINA PZU Ogranak 15, Slatina nova, Apoteka Tuzla (A16)","Albina Herljevića 8, Tuzla",75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
18,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2630.0,"IBN-SINA PZU Ogranak 15, Slatina nova, Apoteka Tuzla (A16)","Albina Herljevića 8, Tuzla",75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
19,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2646.0,PZU Apoteka ADONIS ogr.3 GRAČANICA,Fridriha Foglera 9b,75320.0,,GRAČANICA,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
20,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2639.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr.7 Tuzla","Stupine B7/6,Maka Dizdara",75000.0,,TUZLA,,3.0,37.11,03 - Tuzlanski Kanton,,,,,,,,,,
21,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2629.0,IBN-SINA PZU Ogranak MAOČA (A41),"Maoča bb, Brčko",76000.0,,BRČKO,,1.0,12.37,03 - Tuzlanski Kanton,,,,,,,,,,
22,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2680.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" depo Apoteke Šišići",Šišići bb Živinice,75270.0,,ŽIVINICE,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
23,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2604.0,"IBN-SINA PZU Ogranak 16, Živinice (A17)","Alije Izetbegovića bb, Živinice",75270.0,,ŽIVINICE,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
24,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2603.0,IBN-SINA PZU Ogranak 14 Srebrenik (A15),Zlatnih Ljiljana bb ZTC-II,75350.0,,SREBRENIK,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
25,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2622.0,IBN-SINA PZU Ogranak br.27 Gradačac (A36),"Josipa Šibera bb, Gradačac",76250.0,,GRADAČAC,,30.0,371.1,03 - Tuzlanski Kanton,,,,,,,,,,
26,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2615.0,IBN-SINA PZU Ogranak 21 Gračanica (A26),"Zanatski centar""Pijaca""bb Gračanica",75320.0,,GRAČANICA,,20.0,247.4,03 - Tuzlanski Kanton,,,,,,,,,,
27,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2601.0,"IBN-SINA PZU Ogranak 13,Apoteka Gradačac (A14)","Josipa Šibera 3, Gradačac",76250.0,,GRADAČAC,,50.0,618.5,03 - Tuzlanski Kanton,,,,,,,,,,
28,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2683.0,PZU Eurofarm Edal apoteka 2 Tuzla,Tržni centar,75000.0,,TUZLA,,4.0,49.48,03 - Tuzlanski Kanton,,,,,,,,,,
29,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2647.0,"PZU Apoteka ADONIS ogr.13 Poljice,Lukavac",ul.Poljice bb,75300.0,,LUKAVAC,,1.0,12.37,03 - Tuzlanski Kanton,,,,,,,,,,
30,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2675.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. 2 Živinice",Ul. Alije Izetbegovića br.4,75270.0,,ŽIVINICE,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
33,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2537.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000.0,,ZENICA,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
34,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2553.0,MGM FARM d.o.o. Kakanj,311. Lahke brigade br.97,72240.0,,KAKANJ,,40.0,408.8,04 - ZE-DO Kanton,,,,,,,,,,
35,Dorzol 20mg/ml kapi za oči 5ml,17.2.2022,OTP,,2799.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
36,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2520.0,MGM FARM d.o.o. Kakanj,311. Lahke brigade br.97,72240.0,,KAKANJ,,30.0,306.6,04 - ZE-DO Kanton,,,,,,,,,,
37,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,17.2.2022,OTP,,2799.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,20.0,230.4,04 - ZE-DO Kanton,,,,,,,,,,
38,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2520.0,MGM FARM d.o.o. Kakanj,311. Lahke brigade br.97,72240.0,,KAKANJ,,50.0,618.5,04 - ZE-DO Kanton,,,,,,,,,,
39,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2553.0,MGM FARM d.o.o. Kakanj,311. Lahke brigade br.97,72240.0,,KAKANJ,,20.0,247.4,04 - ZE-DO Kanton,,,,,,,,,,
40,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2565.0,"PZU Apoteka ""PHARMACIA"" PLUS Zenica",Trg Alije Izetbegovića bb,72000.0,,ZENICA,,5.0,57.6,04 - ZE-DO Kanton,,,,,,,,,,
43,Dorzol 20mg/ml kapi za oči 5ml,17.2.2022,OTP,,2785.0,MIA privatna apoteka Kiseljak,Josipa bana Jelačića 93,71250.0,,KISELJAK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
46,Dorzol 20mg/ml kapi za oči 5ml,18.2.2022,OTP,,2818.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,240.0,2452.8,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
47,Dorzol 20mg/ml kapi za oči 5ml,18.2.2022,OTP,,2823.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,60.0,613.2,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
48,Dorzol 20mg/ml kapi za oči 5ml,16.2.2022,OTP,,2713.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,100.0,1022.0,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
49,Dorzol 20mg/ml kapi za oči 5ml,16.2.2022,OTP,,2692.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,360.0,3679.2,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
50,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2544.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,50.0,618.5,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
51,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2713.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,70.0,865.9,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
52,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,18.2.2022,OTP,,2818.0,Hercegovinalijek d.o.o.,Muje Pašića 4,88000.0,,MOSTAR,,240.0,2968.8,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
55,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,18.2.2022,OTP,,2831.0,"Ljekarnička ustanova ""Marija"" Široki Brijeg",Fra Didaka Buntića bb,88220.0,,ŠIROKI BRIJEG,,4.0,49.48,08 - Zapadnohercegovački kanton,,,,,,,,,,
58,Dorzol 20mg/ml kapi za oči 5ml,15.2.2022,OTP,,2642.0,Delfin-2 PZU apoteka Sarajevo,Trg heroja 3,71000.0,,SARAJEVO,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
59,Dorzol 20mg/ml kapi za oči 5ml,16.2.2022,OTP,,2698.0,Medimpex d.o.o. Sarajevo,Igmanska 38,71000.0,,SARAJEVO,,60.0,613.2,09 - Sarajevski Kanton,,,,,,,,,,
60,Dorzol 20mg/ml kapi za oči 5ml,16.2.2022,OTP,,2693.0,"TUZLA-FARM d.o.o. PJ. ""Sarajevofarm""",Hasana Merdžanovića bb Nova industrijska zona,71320.0,,VOGOŠĆA,,20.0,204.4,09 - Sarajevski Kanton,,,,,,,,,,
61,Dorzol 20mg/ml kapi za oči 5ml,15.2.2022,OTP,,2681.0,"PZU Apoteka ""VITAPHARM"" ogranak apoteka ""PHARMA NOVA""",Džemala Bijedića 160,71000.0,,SARAJEVO,,1.0,10.22,09 - Sarajevski Kanton,,,,,,,,,,
62,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2488.0,PZU Apoteka PHARMAMED Vitez-ogranak apoteke Sarajevo,Baščaršija 28,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
63,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2495.0,"PZU Apoteka GRAL Sarajevo- Ogranak Apoteka ""Skenderija""",Skenderija 17,71000.0,,SARAJEVO,,1.0,10.22,09 - Sarajevski Kanton,,,,,,,,,,
64,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2698.0,Medimpex d.o.o. Sarajevo,Igmanska 38,71000.0,,SARAJEVO,,100.0,1237.0,09 - Sarajevski Kanton,,,,,,,,,,
65,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2602.0,"PZU Apoteka Avicena Visoko-Ogranak ""Stup""",Stupska bb,71000.0,,SARAJEVO,,5.0,57.6,09 - Sarajevski Kanton,,,,,,,,,,
66,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,17.2.2022,OTP,,2752.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""ALTEA""",Koševo 32,71000.0,,SARAJEVO,,5.0,61.85,09 - Sarajevski Kanton,,,,,,,,,,
67,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2693.0,"TUZLA-FARM d.o.o. PJ. ""Sarajevofarm""",Hasana Merdžanovića bb Nova industrijska zona,71320.0,,VOGOŠĆA,,30.0,371.1,09 - Sarajevski Kanton,,,,,,,,,,
68,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2583.0,"PZU ""AP"" Apoteke Sarajevo ogranak Apoteka ""ALTEA""",Koševo 32,71000.0,,SARAJEVO,,5.0,57.6,09 - Sarajevski Kanton,,,,,,,,,,
71,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2508.0,PHOENIX Pharma d.o.o. Bijeljina,"Donja Ljeljenča 015b, Ljeljenča-Bijeljina",76300.0,,BIJELJINA,,70.0,715.4,12 - RS,,,,,,,,,,
72,Dorzol 20mg/ml kapi za oči 5ml,14.2.2022,OTP,,2499.0,PHOENIX Pharma d.o.o. Bijeljina,"Donja Ljeljenča 015b, Ljeljenča-Bijeljina",76300.0,,BIJELJINA,,50.0,511.0,12 - RS,,,,,,,,,,
73,Dorzol 20mg/ml kapi za oči 5ml,15.2.2022,OTP,,2672.0,ICM Bijeljina,Donja Ljeljenča 45,76300.0,,BIJELJINA,,50.0,511.0,12 - RS,,,,,,,,,,
74,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2560.0,"Z.U. ""APOTEKA BELLADONNA""  P.J. Apoteka 6",Zasad polje bb (TC Bingo),89000.0,,TREBINJE,,3.0,37.11,12 - RS,,,,,,,,,,
75,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,16.2.2022,OTP,,2695.0,Interpromet d.o.o.,Kulska obala bb,79220.0,,NOVI GRAD,,100.0,1237.0,12 - RS,,,,,,,,,,
76,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,14.2.2022,OTP,,2557.0,"ZU- Apoteka ""EXPERA PHARMACY"" PJ. Apoteka br.39",ul. Srpske vojske 16,76300.0,,BIJELJINA,,2.0,24.74,12 - RS,,,,,,,,,,
77,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,15.2.2022,OTP,,2672.0,ICM Bijeljina,Donja Ljeljenča 45,76300.0,,BIJELJINA,,40.0,494.8,12 - RS,,,,,,,,,,
1,Dorzol 20mg/ml kapi za oči 5ml,22.2.2022,OTP,,3026.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr.2 Banovići",ul.Zanatska 34,75290.0,,BANOVIĆI,,1.0,10.22,03 - Tuzlanski Kanton,,,,,,,,,,
2,Dorzol 20mg/ml kapi za oči 5ml,22.2.2022,OTP,,2946.0,"IBN-SINA PZU Ogranak 10 Stupine, Tuzla (A11)","Stupine B2, Tuzla",75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
3,Dorzol 20mg/ml kapi za oči 5ml,22.2.2022,OTP,,3010.0,PZU Apoteka ADONIS ogr.15 Lukavac,Đure Salaja 4,75300.0,,LUKAVAC,,1.0,10.22,03 - Tuzlanski Kanton,,,,,,,,,,
4,Dorzol 20mg/ml kapi za oči 5ml,22.2.2022,OTP,,2963.0,IBN-SINA PZU Ogranak br.27 Gradačac (A36),"Josipa Šibera bb, Gradačac",76250.0,,GRADAČAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
5,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,3029.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 1",Mitra Trifunovića Uče Bingo City Centar,75000.0,,TUZLA,,3.0,37.11,03 - Tuzlanski Kanton,,,,,,,,,,
6,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,2953.0,"IBN-SINA PZU Ogranak 19, Lukavac (A21)","ul.25. Novembra bb, Lukavac",75300.0,,LUKAVAC,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
7,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,2984.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
8,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,2946.0,"IBN-SINA PZU Ogranak 10 Stupine, Tuzla (A11)","Stupine B2, Tuzla",75000.0,,TUZLA,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
9,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,3031.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 5","Ul. II Korpusa BIH bb, TC Merkator Tuzla",75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
10,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,22.2.2022,OTP,,3027.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 2",Šićki Brod TC Bingo,75000.0,,TUZLA,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
